"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","48113007825","TX","48113007825","=""48113007825""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007826","TX","48113007826","=""48113007826""","1.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007827","TX","48113007827","=""48113007827""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007828","TX","48113007828","=""48113007828""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007829","TX","48113007829","=""48113007829""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007830","TX","48113007830","=""48113007830""","1.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007831","TX","48113007831","=""48113007831""","1.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007832","TX","48113007832","=""48113007832""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007833","TX","48113007833","=""48113007833""","1.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007834","TX","48113007834","=""48113007834""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007835","TX","48113007835","=""48113007835""","1.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007902","TX","48113007902","=""48113007902""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007903","TX","48113007903","=""48113007903""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007906","TX","48113007906","=""48113007906""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007909","TX","48113007909","=""48113007909""","1.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007910","TX","48113007910","=""48113007910""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007912","TX","48113007912","=""48113007912""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007913","TX","48113007913","=""48113007913""","1.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007914","TX","48113007914","=""48113007914""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007915","TX","48113007915","=""48113007915""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113007916","TX","48113007916","=""48113007916""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113008000","TX","48113008000","=""48113008000""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113008101","TX","48113008101","=""48113008101""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113008102","TX","48113008102","=""48113008102""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113008200","TX","48113008200","=""48113008200""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113008401","TX","48113008401","=""48113008401""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113008402","TX","48113008402","=""48113008402""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113008500","TX","48113008500","=""48113008500""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113008604","TX","48113008604","=""48113008604""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113008701","TX","48113008701","=""48113008701""","1.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113008703","TX","48113008703","=""48113008703""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113008704","TX","48113008704","=""48113008704""","1.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113008705","TX","48113008705","=""48113008705""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113008801","TX","48113008801","=""48113008801""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113008802","TX","48113008802","=""48113008802""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009001","TX","48113009001","=""48113009001""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009002","TX","48113009002","=""48113009002""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009101","TX","48113009101","=""48113009101""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009103","TX","48113009103","=""48113009103""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009104","TX","48113009104","=""48113009104""","2.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009105","TX","48113009105","=""48113009105""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009202","TX","48113009202","=""48113009202""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009203","TX","48113009203","=""48113009203""","2.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009204","TX","48113009204","=""48113009204""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009301","TX","48113009301","=""48113009301""","2.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009303","TX","48113009303","=""48113009303""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009304","TX","48113009304","=""48113009304""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009401","TX","48113009401","=""48113009401""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009402","TX","48113009402","=""48113009402""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009500","TX","48113009500","=""48113009500""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009603","TX","48113009603","=""48113009603""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009604","TX","48113009604","=""48113009604""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009605","TX","48113009605","=""48113009605""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009607","TX","48113009607","=""48113009607""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009608","TX","48113009608","=""48113009608""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009609","TX","48113009609","=""48113009609""","2.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009610","TX","48113009610","=""48113009610""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009611","TX","48113009611","=""48113009611""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009701","TX","48113009701","=""48113009701""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009702","TX","48113009702","=""48113009702""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009802","TX","48113009802","=""48113009802""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009803","TX","48113009803","=""48113009803""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009804","TX","48113009804","=""48113009804""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113009900","TX","48113009900","=""48113009900""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010001","TX","48113010001","=""48113010001""","1.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010002","TX","48113010002","=""48113010002""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010003","TX","48113010003","=""48113010003""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010101","TX","48113010101","=""48113010101""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010102","TX","48113010102","=""48113010102""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010500","TX","48113010500","=""48113010500""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010601","TX","48113010601","=""48113010601""","2.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010602","TX","48113010602","=""48113010602""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010701","TX","48113010701","=""48113010701""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010704","TX","48113010704","=""48113010704""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010804","TX","48113010804","=""48113010804""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010805","TX","48113010805","=""48113010805""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010806","TX","48113010806","=""48113010806""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010807","TX","48113010807","=""48113010807""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010808","TX","48113010808","=""48113010808""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010809","TX","48113010809","=""48113010809""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010903","TX","48113010903","=""48113010903""","1.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010904","TX","48113010904","=""48113010904""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010905","TX","48113010905","=""48113010905""","0.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113010906","TX","48113010906","=""48113010906""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011002","TX","48113011002","=""48113011002""","2.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011003","TX","48113011003","=""48113011003""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011004","TX","48113011004","=""48113011004""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011101","TX","48113011101","=""48113011101""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011103","TX","48113011103","=""48113011103""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011104","TX","48113011104","=""48113011104""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011105","TX","48113011105","=""48113011105""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011201","TX","48113011201","=""48113011201""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011202","TX","48113011202","=""48113011202""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011300","TX","48113011300","=""48113011300""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011401","TX","48113011401","=""48113011401""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011500","TX","48113011500","=""48113011500""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011601","TX","48113011601","=""48113011601""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011603","TX","48113011603","=""48113011603""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011604","TX","48113011604","=""48113011604""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011701","TX","48113011701","=""48113011701""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011702","TX","48113011702","=""48113011702""","2.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011801","TX","48113011801","=""48113011801""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011802","TX","48113011802","=""48113011802""","2.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011901","TX","48113011901","=""48113011901""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113011902","TX","48113011902","=""48113011902""","2.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012000","TX","48113012000","=""48113012000""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012101","TX","48113012101","=""48113012101""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012102","TX","48113012102","=""48113012102""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012206","TX","48113012206","=""48113012206""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012207","TX","48113012207","=""48113012207""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012208","TX","48113012208","=""48113012208""","1.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012209","TX","48113012209","=""48113012209""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012210","TX","48113012210","=""48113012210""","1.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012211","TX","48113012211","=""48113012211""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012212","TX","48113012212","=""48113012212""","2.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012213","TX","48113012213","=""48113012213""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012301","TX","48113012301","=""48113012301""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012302","TX","48113012302","=""48113012302""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012400","TX","48113012400","=""48113012400""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012501","TX","48113012501","=""48113012501""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012502","TX","48113012502","=""48113012502""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012601","TX","48113012601","=""48113012601""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012603","TX","48113012603","=""48113012603""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012604","TX","48113012604","=""48113012604""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012701","TX","48113012701","=""48113012701""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012702","TX","48113012702","=""48113012702""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012801","TX","48113012801","=""48113012801""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012802","TX","48113012802","=""48113012802""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113012900","TX","48113012900","=""48113012900""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013005","TX","48113013005","=""48113013005""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013007","TX","48113013007","=""48113013007""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013008","TX","48113013008","=""48113013008""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013009","TX","48113013009","=""48113013009""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013010","TX","48113013010","=""48113013010""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013011","TX","48113013011","=""48113013011""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013012","TX","48113013012","=""48113013012""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013013","TX","48113013013","=""48113013013""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013101","TX","48113013101","=""48113013101""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013102","TX","48113013102","=""48113013102""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013104","TX","48113013104","=""48113013104""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013106","TX","48113013106","=""48113013106""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013107","TX","48113013107","=""48113013107""","1.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013201","TX","48113013201","=""48113013201""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013202","TX","48113013202","=""48113013202""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013300","TX","48113013300","=""48113013300""","2.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013400","TX","48113013400","=""48113013400""","2.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013500","TX","48113013500","=""48113013500""","2.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013605","TX","48113013605","=""48113013605""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013606","TX","48113013606","=""48113013606""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013607","TX","48113013607","=""48113013607""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013608","TX","48113013608","=""48113013608""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013609","TX","48113013609","=""48113013609""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013610","TX","48113013610","=""48113013610""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013611","TX","48113013611","=""48113013611""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013615","TX","48113013615","=""48113013615""","1.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013617","TX","48113013617","=""48113013617""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013618","TX","48113013618","=""48113013618""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013619","TX","48113013619","=""48113013619""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013620","TX","48113013620","=""48113013620""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013621","TX","48113013621","=""48113013621""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013622","TX","48113013622","=""48113013622""","1.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013624","TX","48113013624","=""48113013624""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013625","TX","48113013625","=""48113013625""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013626","TX","48113013626","=""48113013626""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013627","TX","48113013627","=""48113013627""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013628","TX","48113013628","=""48113013628""","1.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013629","TX","48113013629","=""48113013629""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013630","TX","48113013630","=""48113013630""","1.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013631","TX","48113013631","=""48113013631""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013715","TX","48113013715","=""48113013715""","2.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013716","TX","48113013716","=""48113013716""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013717","TX","48113013717","=""48113013717""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013718","TX","48113013718","=""48113013718""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013719","TX","48113013719","=""48113013719""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013720","TX","48113013720","=""48113013720""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013721","TX","48113013721","=""48113013721""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013722","TX","48113013722","=""48113013722""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013725","TX","48113013725","=""48113013725""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013726","TX","48113013726","=""48113013726""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013727","TX","48113013727","=""48113013727""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013728","TX","48113013728","=""48113013728""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013729","TX","48113013729","=""48113013729""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013804","TX","48113013804","=""48113013804""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013805","TX","48113013805","=""48113013805""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013806","TX","48113013806","=""48113013806""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013807","TX","48113013807","=""48113013807""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013808","TX","48113013808","=""48113013808""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013901","TX","48113013901","=""48113013901""","2.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113013902","TX","48113013902","=""48113013902""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014001","TX","48113014001","=""48113014001""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014002","TX","48113014002","=""48113014002""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014119","TX","48113014119","=""48113014119""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014120","TX","48113014120","=""48113014120""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014121","TX","48113014121","=""48113014121""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014123","TX","48113014123","=""48113014123""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014124","TX","48113014124","=""48113014124""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014126","TX","48113014126","=""48113014126""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014128","TX","48113014128","=""48113014128""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014130","TX","48113014130","=""48113014130""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014132","TX","48113014132","=""48113014132""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014134","TX","48113014134","=""48113014134""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014135","TX","48113014135","=""48113014135""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014138","TX","48113014138","=""48113014138""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014139","TX","48113014139","=""48113014139""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014140","TX","48113014140","=""48113014140""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014141","TX","48113014141","=""48113014141""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014142","TX","48113014142","=""48113014142""","1.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014143","TX","48113014143","=""48113014143""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014144","TX","48113014144","=""48113014144""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014145","TX","48113014145","=""48113014145""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014146","TX","48113014146","=""48113014146""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014147","TX","48113014147","=""48113014147""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014148","TX","48113014148","=""48113014148""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014149","TX","48113014149","=""48113014149""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014150","TX","48113014150","=""48113014150""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014151","TX","48113014151","=""48113014151""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014152","TX","48113014152","=""48113014152""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014153","TX","48113014153","=""48113014153""","2.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014154","TX","48113014154","=""48113014154""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014155","TX","48113014155","=""48113014155""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014156","TX","48113014156","=""48113014156""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014157","TX","48113014157","=""48113014157""","1.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014158","TX","48113014158","=""48113014158""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014159","TX","48113014159","=""48113014159""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014160","TX","48113014160","=""48113014160""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014161","TX","48113014161","=""48113014161""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014203","TX","48113014203","=""48113014203""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014204","TX","48113014204","=""48113014204""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014205","TX","48113014205","=""48113014205""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014207","TX","48113014207","=""48113014207""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014208","TX","48113014208","=""48113014208""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014209","TX","48113014209","=""48113014209""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014306","TX","48113014306","=""48113014306""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014308","TX","48113014308","=""48113014308""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014309","TX","48113014309","=""48113014309""","1.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014310","TX","48113014310","=""48113014310""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014313","TX","48113014313","=""48113014313""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014314","TX","48113014314","=""48113014314""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014315","TX","48113014315","=""48113014315""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014316","TX","48113014316","=""48113014316""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014317","TX","48113014317","=""48113014317""","1.6","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014318","TX","48113014318","=""48113014318""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014319","TX","48113014319","=""48113014319""","1.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014320","TX","48113014320","=""48113014320""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014405","TX","48113014405","=""48113014405""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014406","TX","48113014406","=""48113014406""","2.0","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014407","TX","48113014407","=""48113014407""","1.5","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014408","TX","48113014408","=""48113014408""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014409","TX","48113014409","=""48113014409""","1.7","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014410","TX","48113014410","=""48113014410""","N/A","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014501","TX","48113014501","=""48113014501""","2.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014502","TX","48113014502","=""48113014502""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014601","TX","48113014601","=""48113014601""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014602","TX","48113014602","=""48113014602""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014603","TX","48113014603","=""48113014603""","2.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014701","TX","48113014701","=""48113014701""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014704","TX","48113014704","=""48113014704""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113014903","TX","48113014903","=""48113014903""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113015001","TX","48113015001","=""48113015001""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113015002","TX","48113015002","=""48113015002""","2.4","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113015101","TX","48113015101","=""48113015101""","2.1","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113015102","TX","48113015102","=""48113015102""","2.3","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113015202","TX","48113015202","=""48113015202""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113015205","TX","48113015205","=""48113015205""","1.8","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113015206","TX","48113015206","=""48113015206""","1.9","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113015207","TX","48113015207","=""48113015207""","2.2","2017-2021","2020","Census","Texas (State)"
"Census Tract","48113015208","TX","48113015208","=""48113015208""","2.4","2017-2021","2020","Census","Texas (State)"
