"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Families Receiving Food Stamp/SNAP Benefits","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","17031430500","IL","17031430500","=""17031430500""","57.49","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031430600","IL","17031430600","=""17031430600""","36.24","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031430700","IL","17031430700","=""17031430700""","31.76","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031430800","IL","17031430800","=""17031430800""","37.39","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031430900","IL","17031430900","=""17031430900""","22.07","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031431200","IL","17031431200","=""17031431200""","29.81","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031431301","IL","17031431301","=""17031431301""","36.20","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031431302","IL","17031431302","=""17031431302""","67.67","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031431400","IL","17031431400","=""17031431400""","58.56","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031440101","IL","17031440101","=""17031440101""","55.74","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031440102","IL","17031440102","=""17031440102""","48.87","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031440201","IL","17031440201","=""17031440201""","71.91","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031440202","IL","17031440202","=""17031440202""","14.20","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031440300","IL","17031440300","=""17031440300""","27.09","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031440600","IL","17031440600","=""17031440600""","33.33","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031440700","IL","17031440700","=""17031440700""","19.23","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031440800","IL","17031440800","=""17031440800""","45.29","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031440900","IL","17031440900","=""17031440900""","47.78","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031450300","IL","17031450300","=""17031450300""","25.84","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031460100","IL","17031460100","=""17031460100""","38.74","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031460200","IL","17031460200","=""17031460200""","50.69","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031460301","IL","17031460301","=""17031460301""","48.37","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031460302","IL","17031460302","=""17031460302""","42.98","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031460400","IL","17031460400","=""17031460400""","42.11","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031460500","IL","17031460500","=""17031460500""","38.01","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031460800","IL","17031460800","=""17031460800""","54.71","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031461000","IL","17031461000","=""17031461000""","46.45","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031470100","IL","17031470100","=""17031470100""","23.11","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031480100","IL","17031480100","=""17031480100""","15.31","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031480200","IL","17031480200","=""17031480200""","28.06","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031480300","IL","17031480300","=""17031480300""","23.38","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031480400","IL","17031480400","=""17031480400""","20.62","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031480500","IL","17031480500","=""17031480500""","25.43","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031490200","IL","17031490200","=""17031490200""","13.61","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031490500","IL","17031490500","=""17031490500""","31.86","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031490600","IL","17031490600","=""17031490600""","51.23","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031490700","IL","17031490700","=""17031490700""","40.54","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031490800","IL","17031490800","=""17031490800""","33.14","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031490901","IL","17031490901","=""17031490901""","62.71","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031490902","IL","17031490902","=""17031490902""","24.53","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031491000","IL","17031491000","=""17031491000""","66.31","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031491100","IL","17031491100","=""17031491100""","27.90","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031491200","IL","17031491200","=""17031491200""","25.99","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031491300","IL","17031491300","=""17031491300""","42.63","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031491400","IL","17031491400","=""17031491400""","32.45","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031500100","IL","17031500100","=""17031500100""","16.78","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031500200","IL","17031500200","=""17031500200""","47.36","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031500300","IL","17031500300","=""17031500300""","22.12","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031510100","IL","17031510100","=""17031510100""","26.47","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031510200","IL","17031510200","=""17031510200""","26.51","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031510300","IL","17031510300","=""17031510300""","47.21","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031520100","IL","17031520100","=""17031520100""","41.35","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031520200","IL","17031520200","=""17031520200""","34.48","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031520300","IL","17031520300","=""17031520300""","24.35","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031520400","IL","17031520400","=""17031520400""","23.81","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031520500","IL","17031520500","=""17031520500""","15.99","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031520600","IL","17031520600","=""17031520600""","9.78","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031530100","IL","17031530100","=""17031530100""","42.89","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031530200","IL","17031530200","=""17031530200""","57.44","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031530300","IL","17031530300","=""17031530300""","31.80","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031530400","IL","17031530400","=""17031530400""","22.17","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031530501","IL","17031530501","=""17031530501""","46.24","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031530502","IL","17031530502","=""17031530502""","13.55","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031530503","IL","17031530503","=""17031530503""","31.22","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031530600","IL","17031530600","=""17031530600""","34.31","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031540101","IL","17031540101","=""17031540101""","60.29","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031540102","IL","17031540102","=""17031540102""","90.44","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031550100","IL","17031550100","=""17031550100""","23.51","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031550200","IL","17031550200","=""17031550200""","21.96","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031560100","IL","17031560100","=""17031560100""","12.84","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031560200","IL","17031560200","=""17031560200""","26.53","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031560300","IL","17031560300","=""17031560300""","10.43","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031560400","IL","17031560400","=""17031560400""","16.41","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031560700","IL","17031560700","=""17031560700""","4.83","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031560800","IL","17031560800","=""17031560800""","2.89","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031560900","IL","17031560900","=""17031560900""","0.85","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031561000","IL","17031561000","=""17031561000""","0.75","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031561100","IL","17031561100","=""17031561100""","5.82","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031570100","IL","17031570100","=""17031570100""","20.42","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031570200","IL","17031570200","=""17031570200""","10.87","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031570300","IL","17031570300","=""17031570300""","12.99","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031570400","IL","17031570400","=""17031570400""","27.23","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031570500","IL","17031570500","=""17031570500""","8.03","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031580100","IL","17031580100","=""17031580100""","11.71","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031580200","IL","17031580200","=""17031580200""","41.03","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031580300","IL","17031580300","=""17031580300""","16.37","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031580400","IL","17031580400","=""17031580400""","18.82","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031580501","IL","17031580501","=""17031580501""","22.73","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031580502","IL","17031580502","=""17031580502""","22.93","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031580600","IL","17031580600","=""17031580600""","27.61","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031580700","IL","17031580700","=""17031580700""","38.04","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031580800","IL","17031580800","=""17031580800""","20.85","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031590500","IL","17031590500","=""17031590500""","20.07","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031590600","IL","17031590600","=""17031590600""","25.47","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031590700","IL","17031590700","=""17031590700""","19.10","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031600400","IL","17031600400","=""17031600400""","13.99","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031600600","IL","17031600600","=""17031600600""","15.14","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031600700","IL","17031600700","=""17031600700""","16.58","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031600900","IL","17031600900","=""17031600900""","19.42","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031610300","IL","17031610300","=""17031610300""","30.42","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031610400","IL","17031610400","=""17031610400""","44.00","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031610800","IL","17031610800","=""17031610800""","10.88","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031611200","IL","17031611200","=""17031611200""","41.21","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031611300","IL","17031611300","=""17031611300""","19.67","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031611400","IL","17031611400","=""17031611400""","47.30","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031611500","IL","17031611500","=""17031611500""","49.12","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031611600","IL","17031611600","=""17031611600""","41.62","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031611700","IL","17031611700","=""17031611700""","64.26","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031611800","IL","17031611800","=""17031611800""","24.12","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031611900","IL","17031611900","=""17031611900""","41.11","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031612000","IL","17031612000","=""17031612000""","54.67","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031612100","IL","17031612100","=""17031612100""","52.59","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031612200","IL","17031612200","=""17031612200""","44.98","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031620100","IL","17031620100","=""17031620100""","18.11","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031620200","IL","17031620200","=""17031620200""","24.53","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031620300","IL","17031620300","=""17031620300""","14.66","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031620400","IL","17031620400","=""17031620400""","36.11","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031630300","IL","17031630300","=""17031630300""","34.40","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031630400","IL","17031630400","=""17031630400""","19.92","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031630500","IL","17031630500","=""17031630500""","34.83","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031630600","IL","17031630600","=""17031630600""","40.87","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031630800","IL","17031630800","=""17031630800""","26.37","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031630900","IL","17031630900","=""17031630900""","23.96","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031640100","IL","17031640100","=""17031640100""","13.68","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031640300","IL","17031640300","=""17031640300""","17.20","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031640400","IL","17031640400","=""17031640400""","13.28","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031640500","IL","17031640500","=""17031640500""","6.84","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031640600","IL","17031640600","=""17031640600""","12.99","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031640700","IL","17031640700","=""17031640700""","9.36","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031640800","IL","17031640800","=""17031640800""","12.34","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031650100","IL","17031650100","=""17031650100""","20.35","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031650200","IL","17031650200","=""17031650200""","15.13","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031650301","IL","17031650301","=""17031650301""","19.84","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031650302","IL","17031650302","=""17031650302""","28.62","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031650400","IL","17031650400","=""17031650400""","21.70","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031650500","IL","17031650500","=""17031650500""","15.61","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031660301","IL","17031660301","=""17031660301""","56.44","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031660302","IL","17031660302","=""17031660302""","24.24","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031660400","IL","17031660400","=""17031660400""","28.83","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031660500","IL","17031660500","=""17031660500""","20.41","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031660600","IL","17031660600","=""17031660600""","55.86","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031660700","IL","17031660700","=""17031660700""","37.36","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031660800","IL","17031660800","=""17031660800""","47.30","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031660900","IL","17031660900","=""17031660900""","37.21","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031661000","IL","17031661000","=""17031661000""","33.73","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031661100","IL","17031661100","=""17031661100""","24.46","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031670100","IL","17031670100","=""17031670100""","81.94","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031670200","IL","17031670200","=""17031670200""","48.09","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031670300","IL","17031670300","=""17031670300""","69.33","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031670400","IL","17031670400","=""17031670400""","34.90","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031670500","IL","17031670500","=""17031670500""","58.96","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031670600","IL","17031670600","=""17031670600""","66.10","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031670700","IL","17031670700","=""17031670700""","63.01","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031670800","IL","17031670800","=""17031670800""","50.93","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031670900","IL","17031670900","=""17031670900""","51.27","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031671100","IL","17031671100","=""17031671100""","96.21","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031671200","IL","17031671200","=""17031671200""","22.29","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031671300","IL","17031671300","=""17031671300""","61.48","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031671400","IL","17031671400","=""17031671400""","25.00","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031671500","IL","17031671500","=""17031671500""","45.87","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031671600","IL","17031671600","=""17031671600""","54.52","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031671800","IL","17031671800","=""17031671800""","37.10","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031671900","IL","17031671900","=""17031671900""","24.92","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031672000","IL","17031672000","=""17031672000""","50.46","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031680500","IL","17031680500","=""17031680500""","23.21","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031680600","IL","17031680600","=""17031680600""","83.70","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031680900","IL","17031680900","=""17031680900""","63.23","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031681000","IL","17031681000","=""17031681000""","46.68","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031681100","IL","17031681100","=""17031681100""","65.30","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031681200","IL","17031681200","=""17031681200""","64.04","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031681300","IL","17031681300","=""17031681300""","81.52","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031681400","IL","17031681400","=""17031681400""","34.40","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031690300","IL","17031690300","=""17031690300""","66.81","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031690400","IL","17031690400","=""17031690400""","57.10","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031690500","IL","17031690500","=""17031690500""","69.06","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031690900","IL","17031690900","=""17031690900""","34.78","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031691000","IL","17031691000","=""17031691000""","17.29","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031691100","IL","17031691100","=""17031691100""","50.81","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031691200","IL","17031691200","=""17031691200""","47.68","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031691300","IL","17031691300","=""17031691300""","28.60","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031691400","IL","17031691400","=""17031691400""","54.19","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031691500","IL","17031691500","=""17031691500""","68.91","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031700100","IL","17031700100","=""17031700100""","16.78","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031700200","IL","17031700200","=""17031700200""","19.11","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031700301","IL","17031700301","=""17031700301""","17.06","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031700302","IL","17031700302","=""17031700302""","9.88","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031700401","IL","17031700401","=""17031700401""","15.59","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031700402","IL","17031700402","=""17031700402""","27.33","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031700501","IL","17031700501","=""17031700501""","16.23","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031700502","IL","17031700502","=""17031700502""","14.82","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031710100","IL","17031710100","=""17031710100""","39.23","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031710200","IL","17031710200","=""17031710200""","41.43","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031710300","IL","17031710300","=""17031710300""","35.76","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031710400","IL","17031710400","=""17031710400""","41.44","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031710500","IL","17031710500","=""17031710500""","41.52","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031710600","IL","17031710600","=""17031710600""","39.84","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031710700","IL","17031710700","=""17031710700""","31.23","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031710800","IL","17031710800","=""17031710800""","47.51","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031710900","IL","17031710900","=""17031710900""","50.21","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031711000","IL","17031711000","=""17031711000""","58.55","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031711100","IL","17031711100","=""17031711100""","37.23","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031711200","IL","17031711200","=""17031711200""","18.07","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031711300","IL","17031711300","=""17031711300""","26.74","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031711400","IL","17031711400","=""17031711400""","43.38","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031711500","IL","17031711500","=""17031711500""","48.94","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031720100","IL","17031720100","=""17031720100""","6.30","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031720200","IL","17031720200","=""17031720200""","6.21","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031720300","IL","17031720300","=""17031720300""","5.29","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031720400","IL","17031720400","=""17031720400""","4.73","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031720500","IL","17031720500","=""17031720500""","0.00","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031720600","IL","17031720600","=""17031720600""","4.56","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031720700","IL","17031720700","=""17031720700""","11.08","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031730100","IL","17031730100","=""17031730100""","48.40","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031730201","IL","17031730201","=""17031730201""","24.82","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031730202","IL","17031730202","=""17031730202""","33.64","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031730300","IL","17031730300","=""17031730300""","28.44","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031730400","IL","17031730400","=""17031730400""","24.86","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031730500","IL","17031730500","=""17031730500""","23.72","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031730600","IL","17031730600","=""17031730600""","22.98","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031730700","IL","17031730700","=""17031730700""","39.06","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031740100","IL","17031740100","=""17031740100""","8.97","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031740200","IL","17031740200","=""17031740200""","1.04","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031740300","IL","17031740300","=""17031740300""","0.00","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031740400","IL","17031740400","=""17031740400""","4.76","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031750100","IL","17031750100","=""17031750100""","36.43","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031750200","IL","17031750200","=""17031750200""","7.19","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031750300","IL","17031750300","=""17031750300""","5.40","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031750400","IL","17031750400","=""17031750400""","1.20","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031750500","IL","17031750500","=""17031750500""","16.12","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031750600","IL","17031750600","=""17031750600""","25.88","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031760801","IL","17031760801","=""17031760801""","11.85","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031760802","IL","17031760802","=""17031760802""","3.04","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031760803","IL","17031760803","=""17031760803""","8.21","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031770201","IL","17031770201","=""17031770201""","4.68","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031770202","IL","17031770202","=""17031770202""","4.63","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031770300","IL","17031770300","=""17031770300""","6.38","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031770400","IL","17031770400","=""17031770400""","11.32","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031770500","IL","17031770500","=""17031770500""","29.44","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031770601","IL","17031770601","=""17031770601""","12.68","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031770602","IL","17031770602","=""17031770602""","16.37","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031770700","IL","17031770700","=""17031770700""","2.29","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031770800","IL","17031770800","=""17031770800""","16.27","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031770901","IL","17031770901","=""17031770901""","2.53","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031770902","IL","17031770902","=""17031770902""","2.77","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031800100","IL","17031800100","=""17031800100""","0.00","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031800200","IL","17031800200","=""17031800200""","2.42","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031800300","IL","17031800300","=""17031800300""","0.00","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031800400","IL","17031800400","=""17031800400""","0.00","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031800500","IL","17031800500","=""17031800500""","0.00","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031800600","IL","17031800600","=""17031800600""","1.01","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031800700","IL","17031800700","=""17031800700""","0.14","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031800800","IL","17031800800","=""17031800800""","2.68","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031800900","IL","17031800900","=""17031800900""","3.25","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031801000","IL","17031801000","=""17031801000""","1.19","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031801100","IL","17031801100","=""17031801100""","0.74","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031801200","IL","17031801200","=""17031801200""","1.36","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031801300","IL","17031801300","=""17031801300""","3.81","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031801400","IL","17031801400","=""17031801400""","2.25","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031801500","IL","17031801500","=""17031801500""","1.30","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031801601","IL","17031801601","=""17031801601""","4.96","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031801603","IL","17031801603","=""17031801603""","10.34","2017-2021","2020","Census","Illinois (State)"
"Census Tract","17031801605","IL","17031801605","=""17031801605""","0.00","2017-2021","2020","Census","Illinois (State)"
