"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","06037104404","CA","06037104404","=""06037104404""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037104500","CA","06037104500","=""06037104500""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037104610","CA","06037104610","=""06037104610""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037104620","CA","06037104620","=""06037104620""","3.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037104701","CA","06037104701","=""06037104701""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037104703","CA","06037104703","=""06037104703""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037104704","CA","06037104704","=""06037104704""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037104821","CA","06037104821","=""06037104821""","2.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037104822","CA","06037104822","=""06037104822""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037104823","CA","06037104823","=""06037104823""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037104824","CA","06037104824","=""06037104824""","3.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037106010","CA","06037106010","=""06037106010""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037106020","CA","06037106020","=""06037106020""","2.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037106111","CA","06037106111","=""06037106111""","2.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037106112","CA","06037106112","=""06037106112""","2.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037106113","CA","06037106113","=""06037106113""","2.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037106114","CA","06037106114","=""06037106114""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037106403","CA","06037106403","=""06037106403""","2.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037106405","CA","06037106405","=""06037106405""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037106406","CA","06037106406","=""06037106406""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037106407","CA","06037106407","=""06037106407""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037106408","CA","06037106408","=""06037106408""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037106510","CA","06037106510","=""06037106510""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037106520","CA","06037106520","=""06037106520""","2.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037106603","CA","06037106603","=""06037106603""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037106604","CA","06037106604","=""06037106604""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037106641","CA","06037106641","=""06037106641""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037106642","CA","06037106642","=""06037106642""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037106643","CA","06037106643","=""06037106643""","2.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037106645","CA","06037106645","=""06037106645""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037106646","CA","06037106646","=""06037106646""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037106648","CA","06037106648","=""06037106648""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037106649","CA","06037106649","=""06037106649""","2.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037107010","CA","06037107010","=""06037107010""","2.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037107020","CA","06037107020","=""06037107020""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037108101","CA","06037108101","=""06037108101""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037108102","CA","06037108102","=""06037108102""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037108103","CA","06037108103","=""06037108103""","2.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037108104","CA","06037108104","=""06037108104""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037108202","CA","06037108202","=""06037108202""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037108203","CA","06037108203","=""06037108203""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037108204","CA","06037108204","=""06037108204""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037109100","CA","06037109100","=""06037109100""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037109200","CA","06037109200","=""06037109200""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037109300","CA","06037109300","=""06037109300""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037109400","CA","06037109400","=""06037109400""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037109500","CA","06037109500","=""06037109500""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037109601","CA","06037109601","=""06037109601""","2.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037109603","CA","06037109603","=""06037109603""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037109604","CA","06037109604","=""06037109604""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037109700","CA","06037109700","=""06037109700""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037109800","CA","06037109800","=""06037109800""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037111100","CA","06037111100","=""06037111100""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037111201","CA","06037111201","=""06037111201""","2.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037111202","CA","06037111202","=""06037111202""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037111204","CA","06037111204","=""06037111204""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037111205","CA","06037111205","=""06037111205""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037111206","CA","06037111206","=""06037111206""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037111302","CA","06037111302","=""06037111302""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037111303","CA","06037111303","=""06037111303""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037111304","CA","06037111304","=""06037111304""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06037111401","CA","06037111401","=""06037111401""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037111402","CA","06037111402","=""06037111402""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037113101","CA","06037113101","=""06037113101""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037113102","CA","06037113102","=""06037113102""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037113211","CA","06037113211","=""06037113211""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037113212","CA","06037113212","=""06037113212""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037113213","CA","06037113213","=""06037113213""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037113231","CA","06037113231","=""06037113231""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037113232","CA","06037113232","=""06037113232""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037113234","CA","06037113234","=""06037113234""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037113235","CA","06037113235","=""06037113235""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037113237","CA","06037113237","=""06037113237""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037113238","CA","06037113238","=""06037113238""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037113239","CA","06037113239","=""06037113239""","1.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037113301","CA","06037113301","=""06037113301""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037113303","CA","06037113303","=""06037113303""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037113322","CA","06037113322","=""06037113322""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037113323","CA","06037113323","=""06037113323""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037113324","CA","06037113324","=""06037113324""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037113423","CA","06037113423","=""06037113423""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037113424","CA","06037113424","=""06037113424""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037113425","CA","06037113425","=""06037113425""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037113426","CA","06037113426","=""06037113426""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037113427","CA","06037113427","=""06037113427""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037113428","CA","06037113428","=""06037113428""","2.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037115101","CA","06037115101","=""06037115101""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037115103","CA","06037115103","=""06037115103""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06037115104","CA","06037115104","=""06037115104""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037115202","CA","06037115202","=""06037115202""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037115203","CA","06037115203","=""06037115203""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037115204","CA","06037115204","=""06037115204""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037115301","CA","06037115301","=""06037115301""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037115302","CA","06037115302","=""06037115302""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037115401","CA","06037115401","=""06037115401""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037115403","CA","06037115403","=""06037115403""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037115404","CA","06037115404","=""06037115404""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037117101","CA","06037117101","=""06037117101""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037117102","CA","06037117102","=""06037117102""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037117201","CA","06037117201","=""06037117201""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037117202","CA","06037117202","=""06037117202""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037117301","CA","06037117301","=""06037117301""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037117302","CA","06037117302","=""06037117302""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037117303","CA","06037117303","=""06037117303""","2.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037117404","CA","06037117404","=""06037117404""","2.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037117405","CA","06037117405","=""06037117405""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037117407","CA","06037117407","=""06037117407""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06037117408","CA","06037117408","=""06037117408""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037117510","CA","06037117510","=""06037117510""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037117520","CA","06037117520","=""06037117520""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037117530","CA","06037117530","=""06037117530""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037119001","CA","06037119001","=""06037119001""","3.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037119003","CA","06037119003","=""06037119003""","2.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037119004","CA","06037119004","=""06037119004""","2.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037119201","CA","06037119201","=""06037119201""","3.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037119202","CA","06037119202","=""06037119202""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037119310","CA","06037119310","=""06037119310""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037119320","CA","06037119320","=""06037119320""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037119340","CA","06037119340","=""06037119340""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06037119341","CA","06037119341","=""06037119341""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037119342","CA","06037119342","=""06037119342""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037119400","CA","06037119400","=""06037119400""","3.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037119700","CA","06037119700","=""06037119700""","2.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037119801","CA","06037119801","=""06037119801""","2.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037119802","CA","06037119802","=""06037119802""","2.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037119900","CA","06037119900","=""06037119900""","2.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037120010","CA","06037120010","=""06037120010""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037120020","CA","06037120020","=""06037120020""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037120030","CA","06037120030","=""06037120030""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037120103","CA","06037120103","=""06037120103""","1.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037120104","CA","06037120104","=""06037120104""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037120105","CA","06037120105","=""06037120105""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037120106","CA","06037120106","=""06037120106""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037120107","CA","06037120107","=""06037120107""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037120108","CA","06037120108","=""06037120108""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037120300","CA","06037120300","=""06037120300""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037120400","CA","06037120400","=""06037120400""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037121010","CA","06037121010","=""06037121010""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037121020","CA","06037121020","=""06037121020""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037121101","CA","06037121101","=""06037121101""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037121102","CA","06037121102","=""06037121102""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037121210","CA","06037121210","=""06037121210""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037121221","CA","06037121221","=""06037121221""","2.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037121222","CA","06037121222","=""06037121222""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037121600","CA","06037121600","=""06037121600""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037121801","CA","06037121801","=""06037121801""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037121802","CA","06037121802","=""06037121802""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037121900","CA","06037121900","=""06037121900""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037122000","CA","06037122000","=""06037122000""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037122120","CA","06037122120","=""06037122120""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037122121","CA","06037122121","=""06037122121""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037122122","CA","06037122122","=""06037122122""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037122200","CA","06037122200","=""06037122200""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037122410","CA","06037122410","=""06037122410""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037122420","CA","06037122420","=""06037122420""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037123010","CA","06037123010","=""06037123010""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037123020","CA","06037123020","=""06037123020""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037123103","CA","06037123103","=""06037123103""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037123104","CA","06037123104","=""06037123104""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037123203","CA","06037123203","=""06037123203""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037123204","CA","06037123204","=""06037123204""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037123205","CA","06037123205","=""06037123205""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037123206","CA","06037123206","=""06037123206""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037123301","CA","06037123301","=""06037123301""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037123303","CA","06037123303","=""06037123303""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037123304","CA","06037123304","=""06037123304""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037123410","CA","06037123410","=""06037123410""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037123420","CA","06037123420","=""06037123420""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037123510","CA","06037123510","=""06037123510""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037123520","CA","06037123520","=""06037123520""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037123601","CA","06037123601","=""06037123601""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037123602","CA","06037123602","=""06037123602""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037123700","CA","06037123700","=""06037123700""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037123800","CA","06037123800","=""06037123800""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037123901","CA","06037123901","=""06037123901""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037123902","CA","06037123902","=""06037123902""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037124000","CA","06037124000","=""06037124000""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037124102","CA","06037124102","=""06037124102""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037124103","CA","06037124103","=""06037124103""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037124104","CA","06037124104","=""06037124104""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037124105","CA","06037124105","=""06037124105""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037124201","CA","06037124201","=""06037124201""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037124203","CA","06037124203","=""06037124203""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037124204","CA","06037124204","=""06037124204""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037124300","CA","06037124300","=""06037124300""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037124400","CA","06037124400","=""06037124400""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037124500","CA","06037124500","=""06037124500""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037124600","CA","06037124600","=""06037124600""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037124700","CA","06037124700","=""06037124700""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037124902","CA","06037124902","=""06037124902""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037124903","CA","06037124903","=""06037124903""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037125101","CA","06037125101","=""06037125101""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037125102","CA","06037125102","=""06037125102""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037125200","CA","06037125200","=""06037125200""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037125310","CA","06037125310","=""06037125310""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037125321","CA","06037125321","=""06037125321""","1.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037125322","CA","06037125322","=""06037125322""","1.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037125402","CA","06037125402","=""06037125402""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037125403","CA","06037125403","=""06037125403""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037125404","CA","06037125404","=""06037125404""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037125501","CA","06037125501","=""06037125501""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037125502","CA","06037125502","=""06037125502""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037125600","CA","06037125600","=""06037125600""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037127102","CA","06037127102","=""06037127102""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037127103","CA","06037127103","=""06037127103""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037127104","CA","06037127104","=""06037127104""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037127210","CA","06037127210","=""06037127210""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037127220","CA","06037127220","=""06037127220""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037127300","CA","06037127300","=""06037127300""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037127400","CA","06037127400","=""06037127400""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037127520","CA","06037127520","=""06037127520""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037127603","CA","06037127603","=""06037127603""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037127604","CA","06037127604","=""06037127604""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037127605","CA","06037127605","=""06037127605""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037127606","CA","06037127606","=""06037127606""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037127711","CA","06037127711","=""06037127711""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037127712","CA","06037127712","=""06037127712""","1.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037127803","CA","06037127803","=""06037127803""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037127804","CA","06037127804","=""06037127804""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037127805","CA","06037127805","=""06037127805""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037127806","CA","06037127806","=""06037127806""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037127910","CA","06037127910","=""06037127910""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037127920","CA","06037127920","=""06037127920""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037128101","CA","06037128101","=""06037128101""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037128102","CA","06037128102","=""06037128102""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037128210","CA","06037128210","=""06037128210""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037128220","CA","06037128220","=""06037128220""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037128302","CA","06037128302","=""06037128302""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037128303","CA","06037128303","=""06037128303""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037128400","CA","06037128400","=""06037128400""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037128500","CA","06037128500","=""06037128500""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037128601","CA","06037128601","=""06037128601""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037128602","CA","06037128602","=""06037128602""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037128703","CA","06037128703","=""06037128703""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037128704","CA","06037128704","=""06037128704""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037128801","CA","06037128801","=""06037128801""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037128802","CA","06037128802","=""06037128802""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037128910","CA","06037128910","=""06037128910""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037131021","CA","06037131021","=""06037131021""","1.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037131022","CA","06037131022","=""06037131022""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037131023","CA","06037131023","=""06037131023""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037131024","CA","06037131024","=""06037131024""","2.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037131100","CA","06037131100","=""06037131100""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037131200","CA","06037131200","=""06037131200""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037131300","CA","06037131300","=""06037131300""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037131400","CA","06037131400","=""06037131400""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037131600","CA","06037131600","=""06037131600""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037131701","CA","06037131701","=""06037131701""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037131702","CA","06037131702","=""06037131702""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037131801","CA","06037131801","=""06037131801""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037131802","CA","06037131802","=""06037131802""","2.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037131900","CA","06037131900","=""06037131900""","2.4","2017-2021","2020","Census","California (State)"
"Census Tract","06037132001","CA","06037132001","=""06037132001""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037132002","CA","06037132002","=""06037132002""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037132101","CA","06037132101","=""06037132101""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037132102","CA","06037132102","=""06037132102""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037132301","CA","06037132301","=""06037132301""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037132302","CA","06037132302","=""06037132302""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037132501","CA","06037132501","=""06037132501""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037132502","CA","06037132502","=""06037132502""","1.6","2017-2021","2020","Census","California (State)"
"Census Tract","06037132700","CA","06037132700","=""06037132700""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037132900","CA","06037132900","=""06037132900""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037133000","CA","06037133000","=""06037133000""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037133101","CA","06037133101","=""06037133101""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037133102","CA","06037133102","=""06037133102""","1.5","2017-2021","2020","Census","California (State)"
"Census Tract","06037134001","CA","06037134001","=""06037134001""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037134002","CA","06037134002","=""06037134002""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037134101","CA","06037134101","=""06037134101""","2.0","2017-2021","2020","Census","California (State)"
"Census Tract","06037134103","CA","06037134103","=""06037134103""","1.8","2017-2021","2020","Census","California (State)"
"Census Tract","06037134104","CA","06037134104","=""06037134104""","1.9","2017-2021","2020","Census","California (State)"
"Census Tract","06037134201","CA","06037134201","=""06037134201""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037134302","CA","06037134302","=""06037134302""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037134303","CA","06037134303","=""06037134303""","2.1","2017-2021","2020","Census","California (State)"
"Census Tract","06037134304","CA","06037134304","=""06037134304""","2.2","2017-2021","2020","Census","California (State)"
"Census Tract","06037134305","CA","06037134305","=""06037134305""","N/A","2017-2021","2020","Census","California (State)"
"Census Tract","06037134306","CA","06037134306","=""06037134306""","1.7","2017-2021","2020","Census","California (State)"
"Census Tract","06037134421","CA","06037134421","=""06037134421""","2.3","2017-2021","2020","Census","California (State)"
"Census Tract","06037134422","CA","06037134422","=""06037134422""","2.3","2017-2021","2020","Census","California (State)"
