"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Families Receiving Food Stamp/SNAP Benefits","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","06037125502","CA","06037125502","=""06037125502""","2.34","2017-2021","2020","Census","California (State)"
"Census Tract","06037125600","CA","06037125600","=""06037125600""","2.04","2017-2021","2020","Census","California (State)"
"Census Tract","06037127102","CA","06037127102","=""06037127102""","23.49","2017-2021","2020","Census","California (State)"
"Census Tract","06037127103","CA","06037127103","=""06037127103""","2.29","2017-2021","2020","Census","California (State)"
"Census Tract","06037127104","CA","06037127104","=""06037127104""","11.27","2017-2021","2020","Census","California (State)"
"Census Tract","06037127210","CA","06037127210","=""06037127210""","9.87","2017-2021","2020","Census","California (State)"
"Census Tract","06037127220","CA","06037127220","=""06037127220""","16.28","2017-2021","2020","Census","California (State)"
"Census Tract","06037127300","CA","06037127300","=""06037127300""","16.13","2017-2021","2020","Census","California (State)"
"Census Tract","06037127400","CA","06037127400","=""06037127400""","16.78","2017-2021","2020","Census","California (State)"
"Census Tract","06037127520","CA","06037127520","=""06037127520""","26.46","2017-2021","2020","Census","California (State)"
"Census Tract","06037127603","CA","06037127603","=""06037127603""","31.97","2017-2021","2020","Census","California (State)"
"Census Tract","06037127604","CA","06037127604","=""06037127604""","14.12","2017-2021","2020","Census","California (State)"
"Census Tract","06037127605","CA","06037127605","=""06037127605""","34.63","2017-2021","2020","Census","California (State)"
"Census Tract","06037127606","CA","06037127606","=""06037127606""","10.22","2017-2021","2020","Census","California (State)"
"Census Tract","06037127711","CA","06037127711","=""06037127711""","15.98","2017-2021","2020","Census","California (State)"
"Census Tract","06037127712","CA","06037127712","=""06037127712""","24.05","2017-2021","2020","Census","California (State)"
"Census Tract","06037127803","CA","06037127803","=""06037127803""","19.94","2017-2021","2020","Census","California (State)"
"Census Tract","06037127804","CA","06037127804","=""06037127804""","14.68","2017-2021","2020","Census","California (State)"
"Census Tract","06037127805","CA","06037127805","=""06037127805""","20.53","2017-2021","2020","Census","California (State)"
"Census Tract","06037127806","CA","06037127806","=""06037127806""","13.90","2017-2021","2020","Census","California (State)"
"Census Tract","06037127910","CA","06037127910","=""06037127910""","19.92","2017-2021","2020","Census","California (State)"
"Census Tract","06037127920","CA","06037127920","=""06037127920""","15.32","2017-2021","2020","Census","California (State)"
"Census Tract","06037128101","CA","06037128101","=""06037128101""","11.42","2017-2021","2020","Census","California (State)"
"Census Tract","06037128102","CA","06037128102","=""06037128102""","13.66","2017-2021","2020","Census","California (State)"
"Census Tract","06037128210","CA","06037128210","=""06037128210""","22.27","2017-2021","2020","Census","California (State)"
"Census Tract","06037128220","CA","06037128220","=""06037128220""","35.87","2017-2021","2020","Census","California (State)"
"Census Tract","06037128302","CA","06037128302","=""06037128302""","16.13","2017-2021","2020","Census","California (State)"
"Census Tract","06037128303","CA","06037128303","=""06037128303""","24.48","2017-2021","2020","Census","California (State)"
"Census Tract","06037128400","CA","06037128400","=""06037128400""","14.34","2017-2021","2020","Census","California (State)"
"Census Tract","06037128500","CA","06037128500","=""06037128500""","10.80","2017-2021","2020","Census","California (State)"
"Census Tract","06037128601","CA","06037128601","=""06037128601""","15.25","2017-2021","2020","Census","California (State)"
"Census Tract","06037128602","CA","06037128602","=""06037128602""","2.69","2017-2021","2020","Census","California (State)"
"Census Tract","06037128703","CA","06037128703","=""06037128703""","2.95","2017-2021","2020","Census","California (State)"
"Census Tract","06037128704","CA","06037128704","=""06037128704""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037128801","CA","06037128801","=""06037128801""","5.02","2017-2021","2020","Census","California (State)"
"Census Tract","06037128802","CA","06037128802","=""06037128802""","1.85","2017-2021","2020","Census","California (State)"
"Census Tract","06037128910","CA","06037128910","=""06037128910""","2.23","2017-2021","2020","Census","California (State)"
"Census Tract","06037131021","CA","06037131021","=""06037131021""","31.37","2017-2021","2020","Census","California (State)"
"Census Tract","06037131022","CA","06037131022","=""06037131022""","9.79","2017-2021","2020","Census","California (State)"
"Census Tract","06037131023","CA","06037131023","=""06037131023""","5.65","2017-2021","2020","Census","California (State)"
"Census Tract","06037131024","CA","06037131024","=""06037131024""","8.98","2017-2021","2020","Census","California (State)"
"Census Tract","06037131100","CA","06037131100","=""06037131100""","9.18","2017-2021","2020","Census","California (State)"
"Census Tract","06037131200","CA","06037131200","=""06037131200""","10.81","2017-2021","2020","Census","California (State)"
"Census Tract","06037131300","CA","06037131300","=""06037131300""","8.99","2017-2021","2020","Census","California (State)"
"Census Tract","06037131400","CA","06037131400","=""06037131400""","8.67","2017-2021","2020","Census","California (State)"
"Census Tract","06037131600","CA","06037131600","=""06037131600""","18.52","2017-2021","2020","Census","California (State)"
"Census Tract","06037131701","CA","06037131701","=""06037131701""","14.65","2017-2021","2020","Census","California (State)"
"Census Tract","06037131702","CA","06037131702","=""06037131702""","11.57","2017-2021","2020","Census","California (State)"
"Census Tract","06037131801","CA","06037131801","=""06037131801""","14.18","2017-2021","2020","Census","California (State)"
"Census Tract","06037131802","CA","06037131802","=""06037131802""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037131900","CA","06037131900","=""06037131900""","3.46","2017-2021","2020","Census","California (State)"
"Census Tract","06037132001","CA","06037132001","=""06037132001""","3.78","2017-2021","2020","Census","California (State)"
"Census Tract","06037132002","CA","06037132002","=""06037132002""","3.86","2017-2021","2020","Census","California (State)"
"Census Tract","06037132101","CA","06037132101","=""06037132101""","7.87","2017-2021","2020","Census","California (State)"
"Census Tract","06037132102","CA","06037132102","=""06037132102""","16.04","2017-2021","2020","Census","California (State)"
"Census Tract","06037132301","CA","06037132301","=""06037132301""","10.10","2017-2021","2020","Census","California (State)"
"Census Tract","06037132302","CA","06037132302","=""06037132302""","11.49","2017-2021","2020","Census","California (State)"
"Census Tract","06037132501","CA","06037132501","=""06037132501""","11.07","2017-2021","2020","Census","California (State)"
"Census Tract","06037132502","CA","06037132502","=""06037132502""","16.16","2017-2021","2020","Census","California (State)"
"Census Tract","06037132700","CA","06037132700","=""06037132700""","11.71","2017-2021","2020","Census","California (State)"
"Census Tract","06037132900","CA","06037132900","=""06037132900""","9.38","2017-2021","2020","Census","California (State)"
"Census Tract","06037133000","CA","06037133000","=""06037133000""","7.89","2017-2021","2020","Census","California (State)"
"Census Tract","06037133101","CA","06037133101","=""06037133101""","8.35","2017-2021","2020","Census","California (State)"
"Census Tract","06037133102","CA","06037133102","=""06037133102""","6.71","2017-2021","2020","Census","California (State)"
"Census Tract","06037134001","CA","06037134001","=""06037134001""","16.67","2017-2021","2020","Census","California (State)"
"Census Tract","06037134002","CA","06037134002","=""06037134002""","10.23","2017-2021","2020","Census","California (State)"
"Census Tract","06037134101","CA","06037134101","=""06037134101""","12.55","2017-2021","2020","Census","California (State)"
"Census Tract","06037134103","CA","06037134103","=""06037134103""","7.52","2017-2021","2020","Census","California (State)"
"Census Tract","06037134104","CA","06037134104","=""06037134104""","10.14","2017-2021","2020","Census","California (State)"
"Census Tract","06037134201","CA","06037134201","=""06037134201""","5.08","2017-2021","2020","Census","California (State)"
"Census Tract","06037134302","CA","06037134302","=""06037134302""","8.93","2017-2021","2020","Census","California (State)"
"Census Tract","06037134303","CA","06037134303","=""06037134303""","9.30","2017-2021","2020","Census","California (State)"
"Census Tract","06037134304","CA","06037134304","=""06037134304""","2.49","2017-2021","2020","Census","California (State)"
"Census Tract","06037134305","CA","06037134305","=""06037134305""","8.87","2017-2021","2020","Census","California (State)"
"Census Tract","06037134306","CA","06037134306","=""06037134306""","22.23","2017-2021","2020","Census","California (State)"
"Census Tract","06037134421","CA","06037134421","=""06037134421""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037134422","CA","06037134422","=""06037134422""","1.57","2017-2021","2020","Census","California (State)"
"Census Tract","06037134423","CA","06037134423","=""06037134423""","2.95","2017-2021","2020","Census","California (State)"
"Census Tract","06037134424","CA","06037134424","=""06037134424""","0.21","2017-2021","2020","Census","California (State)"
"Census Tract","06037134520","CA","06037134520","=""06037134520""","17.50","2017-2021","2020","Census","California (State)"
"Census Tract","06037134521","CA","06037134521","=""06037134521""","13.16","2017-2021","2020","Census","California (State)"
"Census Tract","06037134522","CA","06037134522","=""06037134522""","31.23","2017-2021","2020","Census","California (State)"
"Census Tract","06037134710","CA","06037134710","=""06037134710""","15.60","2017-2021","2020","Census","California (State)"
"Census Tract","06037134720","CA","06037134720","=""06037134720""","7.38","2017-2021","2020","Census","California (State)"
"Census Tract","06037134801","CA","06037134801","=""06037134801""","7.90","2017-2021","2020","Census","California (State)"
"Census Tract","06037134802","CA","06037134802","=""06037134802""","8.95","2017-2021","2020","Census","California (State)"
"Census Tract","06037134901","CA","06037134901","=""06037134901""","3.88","2017-2021","2020","Census","California (State)"
"Census Tract","06037134904","CA","06037134904","=""06037134904""","19.76","2017-2021","2020","Census","California (State)"
"Census Tract","06037134905","CA","06037134905","=""06037134905""","3.30","2017-2021","2020","Census","California (State)"
"Census Tract","06037134906","CA","06037134906","=""06037134906""","8.73","2017-2021","2020","Census","California (State)"
"Census Tract","06037134907","CA","06037134907","=""06037134907""","13.67","2017-2021","2020","Census","California (State)"
"Census Tract","06037135102","CA","06037135102","=""06037135102""","3.23","2017-2021","2020","Census","California (State)"
"Census Tract","06037135111","CA","06037135111","=""06037135111""","16.63","2017-2021","2020","Census","California (State)"
"Census Tract","06037135113","CA","06037135113","=""06037135113""","5.22","2017-2021","2020","Census","California (State)"
"Census Tract","06037135115","CA","06037135115","=""06037135115""","5.19","2017-2021","2020","Census","California (State)"
"Census Tract","06037135116","CA","06037135116","=""06037135116""","6.39","2017-2021","2020","Census","California (State)"
"Census Tract","06037135201","CA","06037135201","=""06037135201""","3.13","2017-2021","2020","Census","California (State)"
"Census Tract","06037135202","CA","06037135202","=""06037135202""","7.60","2017-2021","2020","Census","California (State)"
"Census Tract","06037135204","CA","06037135204","=""06037135204""","3.05","2017-2021","2020","Census","California (State)"
"Census Tract","06037135205","CA","06037135205","=""06037135205""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037137000","CA","06037137000","=""06037137000""","4.15","2017-2021","2020","Census","California (State)"
"Census Tract","06037137103","CA","06037137103","=""06037137103""","7.01","2017-2021","2020","Census","California (State)"
"Census Tract","06037137104","CA","06037137104","=""06037137104""","12.29","2017-2021","2020","Census","California (State)"
"Census Tract","06037137202","CA","06037137202","=""06037137202""","13.41","2017-2021","2020","Census","California (State)"
"Census Tract","06037137203","CA","06037137203","=""06037137203""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037137301","CA","06037137301","=""06037137301""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037137302","CA","06037137302","=""06037137302""","3.35","2017-2021","2020","Census","California (State)"
"Census Tract","06037137401","CA","06037137401","=""06037137401""","2.35","2017-2021","2020","Census","California (State)"
"Census Tract","06037137402","CA","06037137402","=""06037137402""","4.42","2017-2021","2020","Census","California (State)"
"Census Tract","06037137501","CA","06037137501","=""06037137501""","1.23","2017-2021","2020","Census","California (State)"
"Census Tract","06037137502","CA","06037137502","=""06037137502""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037137504","CA","06037137504","=""06037137504""","1.29","2017-2021","2020","Census","California (State)"
"Census Tract","06037138000","CA","06037138000","=""06037138000""","2.49","2017-2021","2020","Census","California (State)"
"Census Tract","06037139001","CA","06037139001","=""06037139001""","3.30","2017-2021","2020","Census","California (State)"
"Census Tract","06037139200","CA","06037139200","=""06037139200""","3.48","2017-2021","2020","Census","California (State)"
"Census Tract","06037139301","CA","06037139301","=""06037139301""","0.96","2017-2021","2020","Census","California (State)"
"Census Tract","06037139302","CA","06037139302","=""06037139302""","12.75","2017-2021","2020","Census","California (State)"
"Census Tract","06037139303","CA","06037139303","=""06037139303""","17.75","2017-2021","2020","Census","California (State)"
"Census Tract","06037139401","CA","06037139401","=""06037139401""","8.19","2017-2021","2020","Census","California (State)"
"Census Tract","06037139402","CA","06037139402","=""06037139402""","1.55","2017-2021","2020","Census","California (State)"
"Census Tract","06037139502","CA","06037139502","=""06037139502""","2.71","2017-2021","2020","Census","California (State)"
"Census Tract","06037139504","CA","06037139504","=""06037139504""","30.08","2017-2021","2020","Census","California (State)"
"Census Tract","06037139505","CA","06037139505","=""06037139505""","26.58","2017-2021","2020","Census","California (State)"
"Census Tract","06037139506","CA","06037139506","=""06037139506""","3.13","2017-2021","2020","Census","California (State)"
"Census Tract","06037139600","CA","06037139600","=""06037139600""","6.77","2017-2021","2020","Census","California (State)"
"Census Tract","06037139701","CA","06037139701","=""06037139701""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037139703","CA","06037139703","=""06037139703""","1.66","2017-2021","2020","Census","California (State)"
"Census Tract","06037139704","CA","06037139704","=""06037139704""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037139705","CA","06037139705","=""06037139705""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037139801","CA","06037139801","=""06037139801""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037139802","CA","06037139802","=""06037139802""","0.44","2017-2021","2020","Census","California (State)"
"Census Tract","06037141101","CA","06037141101","=""06037141101""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037141102","CA","06037141102","=""06037141102""","3.21","2017-2021","2020","Census","California (State)"
"Census Tract","06037141201","CA","06037141201","=""06037141201""","8.97","2017-2021","2020","Census","California (State)"
"Census Tract","06037141202","CA","06037141202","=""06037141202""","1.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037141303","CA","06037141303","=""06037141303""","8.09","2017-2021","2020","Census","California (State)"
"Census Tract","06037141304","CA","06037141304","=""06037141304""","1.23","2017-2021","2020","Census","California (State)"
"Census Tract","06037141305","CA","06037141305","=""06037141305""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037141306","CA","06037141306","=""06037141306""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037141400","CA","06037141400","=""06037141400""","9.76","2017-2021","2020","Census","California (State)"
"Census Tract","06037141500","CA","06037141500","=""06037141500""","0.88","2017-2021","2020","Census","California (State)"
"Census Tract","06037141600","CA","06037141600","=""06037141600""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037141700","CA","06037141700","=""06037141700""","1.08","2017-2021","2020","Census","California (State)"
"Census Tract","06037143101","CA","06037143101","=""06037143101""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037143102","CA","06037143102","=""06037143102""","1.14","2017-2021","2020","Census","California (State)"
"Census Tract","06037143200","CA","06037143200","=""06037143200""","2.17","2017-2021","2020","Census","California (State)"
"Census Tract","06037143301","CA","06037143301","=""06037143301""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037143302","CA","06037143302","=""06037143302""","1.47","2017-2021","2020","Census","California (State)"
"Census Tract","06037143401","CA","06037143401","=""06037143401""","0.69","2017-2021","2020","Census","California (State)"
"Census Tract","06037143402","CA","06037143402","=""06037143402""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037143500","CA","06037143500","=""06037143500""","2.87","2017-2021","2020","Census","California (State)"
"Census Tract","06037143602","CA","06037143602","=""06037143602""","2.32","2017-2021","2020","Census","California (State)"
"Census Tract","06037143603","CA","06037143603","=""06037143603""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037143605","CA","06037143605","=""06037143605""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037143606","CA","06037143606","=""06037143606""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037143700","CA","06037143700","=""06037143700""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037143801","CA","06037143801","=""06037143801""","4.89","2017-2021","2020","Census","California (State)"
"Census Tract","06037143802","CA","06037143802","=""06037143802""","4.17","2017-2021","2020","Census","California (State)"
"Census Tract","06037143901","CA","06037143901","=""06037143901""","0.53","2017-2021","2020","Census","California (State)"
"Census Tract","06037143902","CA","06037143902","=""06037143902""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037181000","CA","06037181000","=""06037181000""","5.49","2017-2021","2020","Census","California (State)"
"Census Tract","06037181300","CA","06037181300","=""06037181300""","7.76","2017-2021","2020","Census","California (State)"
"Census Tract","06037181400","CA","06037181400","=""06037181400""","9.20","2017-2021","2020","Census","California (State)"
"Census Tract","06037181500","CA","06037181500","=""06037181500""","1.75","2017-2021","2020","Census","California (State)"
"Census Tract","06037181600","CA","06037181600","=""06037181600""","1.03","2017-2021","2020","Census","California (State)"
"Census Tract","06037183101","CA","06037183101","=""06037183101""","9.29","2017-2021","2020","Census","California (State)"
"Census Tract","06037183103","CA","06037183103","=""06037183103""","13.14","2017-2021","2020","Census","California (State)"
"Census Tract","06037183104","CA","06037183104","=""06037183104""","4.79","2017-2021","2020","Census","California (State)"
"Census Tract","06037183220","CA","06037183220","=""06037183220""","6.23","2017-2021","2020","Census","California (State)"
"Census Tract","06037183221","CA","06037183221","=""06037183221""","4.56","2017-2021","2020","Census","California (State)"
"Census Tract","06037183222","CA","06037183222","=""06037183222""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037183300","CA","06037183300","=""06037183300""","10.11","2017-2021","2020","Census","California (State)"
"Census Tract","06037183401","CA","06037183401","=""06037183401""","19.88","2017-2021","2020","Census","California (State)"
"Census Tract","06037183402","CA","06037183402","=""06037183402""","6.45","2017-2021","2020","Census","California (State)"
"Census Tract","06037183510","CA","06037183510","=""06037183510""","9.23","2017-2021","2020","Census","California (State)"
"Census Tract","06037183520","CA","06037183520","=""06037183520""","11.02","2017-2021","2020","Census","California (State)"
"Census Tract","06037183610","CA","06037183610","=""06037183610""","22.73","2017-2021","2020","Census","California (State)"
"Census Tract","06037183620","CA","06037183620","=""06037183620""","12.03","2017-2021","2020","Census","California (State)"
"Census Tract","06037183701","CA","06037183701","=""06037183701""","9.38","2017-2021","2020","Census","California (State)"
"Census Tract","06037183702","CA","06037183702","=""06037183702""","5.02","2017-2021","2020","Census","California (State)"
"Census Tract","06037183810","CA","06037183810","=""06037183810""","13.49","2017-2021","2020","Census","California (State)"
"Census Tract","06037183820","CA","06037183820","=""06037183820""","22.21","2017-2021","2020","Census","California (State)"
"Census Tract","06037185101","CA","06037185101","=""06037185101""","28.67","2017-2021","2020","Census","California (State)"
"Census Tract","06037185102","CA","06037185102","=""06037185102""","0.94","2017-2021","2020","Census","California (State)"
"Census Tract","06037185202","CA","06037185202","=""06037185202""","8.36","2017-2021","2020","Census","California (State)"
"Census Tract","06037185203","CA","06037185203","=""06037185203""","25.36","2017-2021","2020","Census","California (State)"
"Census Tract","06037185204","CA","06037185204","=""06037185204""","5.84","2017-2021","2020","Census","California (State)"
"Census Tract","06037185310","CA","06037185310","=""06037185310""","23.87","2017-2021","2020","Census","California (State)"
"Census Tract","06037185320","CA","06037185320","=""06037185320""","22.13","2017-2021","2020","Census","California (State)"
"Census Tract","06037186100","CA","06037186100","=""06037186100""","1.17","2017-2021","2020","Census","California (State)"
"Census Tract","06037186201","CA","06037186201","=""06037186201""","13.61","2017-2021","2020","Census","California (State)"
"Census Tract","06037186202","CA","06037186202","=""06037186202""","2.71","2017-2021","2020","Census","California (State)"
"Census Tract","06037186203","CA","06037186203","=""06037186203""","7.36","2017-2021","2020","Census","California (State)"
"Census Tract","06037186301","CA","06037186301","=""06037186301""","21.12","2017-2021","2020","Census","California (State)"
"Census Tract","06037186302","CA","06037186302","=""06037186302""","6.56","2017-2021","2020","Census","California (State)"
"Census Tract","06037186401","CA","06037186401","=""06037186401""","13.39","2017-2021","2020","Census","California (State)"
"Census Tract","06037186403","CA","06037186403","=""06037186403""","3.67","2017-2021","2020","Census","California (State)"
"Census Tract","06037186404","CA","06037186404","=""06037186404""","18.02","2017-2021","2020","Census","California (State)"
"Census Tract","06037187101","CA","06037187101","=""06037187101""","0.97","2017-2021","2020","Census","California (State)"
"Census Tract","06037187102","CA","06037187102","=""06037187102""","18.42","2017-2021","2020","Census","California (State)"
"Census Tract","06037187200","CA","06037187200","=""06037187200""","19.64","2017-2021","2020","Census","California (State)"
"Census Tract","06037187300","CA","06037187300","=""06037187300""","1.85","2017-2021","2020","Census","California (State)"
"Census Tract","06037188100","CA","06037188100","=""06037188100""","21.95","2017-2021","2020","Census","California (State)"
"Census Tract","06037188201","CA","06037188201","=""06037188201""","4.62","2017-2021","2020","Census","California (State)"
"Census Tract","06037188202","CA","06037188202","=""06037188202""","1.22","2017-2021","2020","Census","California (State)"
"Census Tract","06037188300","CA","06037188300","=""06037188300""","3.18","2017-2021","2020","Census","California (State)"
"Census Tract","06037189101","CA","06037189101","=""06037189101""","10.82","2017-2021","2020","Census","California (State)"
"Census Tract","06037189102","CA","06037189102","=""06037189102""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037189201","CA","06037189201","=""06037189201""","8.46","2017-2021","2020","Census","California (State)"
"Census Tract","06037189202","CA","06037189202","=""06037189202""","1.23","2017-2021","2020","Census","California (State)"
"Census Tract","06037189300","CA","06037189300","=""06037189300""","2.64","2017-2021","2020","Census","California (State)"
"Census Tract","06037189400","CA","06037189400","=""06037189400""","10.55","2017-2021","2020","Census","California (State)"
"Census Tract","06037189501","CA","06037189501","=""06037189501""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037189502","CA","06037189502","=""06037189502""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037189600","CA","06037189600","=""06037189600""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037189702","CA","06037189702","=""06037189702""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037189703","CA","06037189703","=""06037189703""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037189704","CA","06037189704","=""06037189704""","3.83","2017-2021","2020","Census","California (State)"
"Census Tract","06037189801","CA","06037189801","=""06037189801""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037189802","CA","06037189802","=""06037189802""","23.33","2017-2021","2020","Census","California (State)"
"Census Tract","06037189903","CA","06037189903","=""06037189903""","19.06","2017-2021","2020","Census","California (State)"
"Census Tract","06037189904","CA","06037189904","=""06037189904""","9.38","2017-2021","2020","Census","California (State)"
"Census Tract","06037189905","CA","06037189905","=""06037189905""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037189906","CA","06037189906","=""06037189906""","2.11","2017-2021","2020","Census","California (State)"
"Census Tract","06037189907","CA","06037189907","=""06037189907""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037190101","CA","06037190101","=""06037190101""","24.29","2017-2021","2020","Census","California (State)"
"Census Tract","06037190102","CA","06037190102","=""06037190102""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037190201","CA","06037190201","=""06037190201""","41.85","2017-2021","2020","Census","California (State)"
"Census Tract","06037190202","CA","06037190202","=""06037190202""","26.78","2017-2021","2020","Census","California (State)"
"Census Tract","06037190302","CA","06037190302","=""06037190302""","17.05","2017-2021","2020","Census","California (State)"
"Census Tract","06037190303","CA","06037190303","=""06037190303""","5.56","2017-2021","2020","Census","California (State)"
"Census Tract","06037190401","CA","06037190401","=""06037190401""","15.33","2017-2021","2020","Census","California (State)"
"Census Tract","06037190402","CA","06037190402","=""06037190402""","14.02","2017-2021","2020","Census","California (State)"
"Census Tract","06037190510","CA","06037190510","=""06037190510""","25.64","2017-2021","2020","Census","California (State)"
"Census Tract","06037190520","CA","06037190520","=""06037190520""","20.29","2017-2021","2020","Census","California (State)"
"Census Tract","06037190701","CA","06037190701","=""06037190701""","49.04","2017-2021","2020","Census","California (State)"
"Census Tract","06037190702","CA","06037190702","=""06037190702""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037190801","CA","06037190801","=""06037190801""","9.33","2017-2021","2020","Census","California (State)"
"Census Tract","06037190802","CA","06037190802","=""06037190802""","17.79","2017-2021","2020","Census","California (State)"
"Census Tract","06037190901","CA","06037190901","=""06037190901""","18.81","2017-2021","2020","Census","California (State)"
"Census Tract","06037190902","CA","06037190902","=""06037190902""","9.84","2017-2021","2020","Census","California (State)"
"Census Tract","06037191000","CA","06037191000","=""06037191000""","12.57","2017-2021","2020","Census","California (State)"
"Census Tract","06037191110","CA","06037191110","=""06037191110""","16.46","2017-2021","2020","Census","California (State)"
"Census Tract","06037191120","CA","06037191120","=""06037191120""","10.94","2017-2021","2020","Census","California (State)"
"Census Tract","06037191201","CA","06037191201","=""06037191201""","20.88","2017-2021","2020","Census","California (State)"
"Census Tract","06037191203","CA","06037191203","=""06037191203""","10.02","2017-2021","2020","Census","California (State)"
"Census Tract","06037191204","CA","06037191204","=""06037191204""","17.41","2017-2021","2020","Census","California (State)"
"Census Tract","06037191301","CA","06037191301","=""06037191301""","14.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037191302","CA","06037191302","=""06037191302""","1.01","2017-2021","2020","Census","California (State)"
"Census Tract","06037191410","CA","06037191410","=""06037191410""","16.12","2017-2021","2020","Census","California (State)"
"Census Tract","06037191420","CA","06037191420","=""06037191420""","3.87","2017-2021","2020","Census","California (State)"
"Census Tract","06037191500","CA","06037191500","=""06037191500""","17.17","2017-2021","2020","Census","California (State)"
"Census Tract","06037191610","CA","06037191610","=""06037191610""","11.14","2017-2021","2020","Census","California (State)"
"Census Tract","06037191620","CA","06037191620","=""06037191620""","9.37","2017-2021","2020","Census","California (State)"
"Census Tract","06037191710","CA","06037191710","=""06037191710""","12.65","2017-2021","2020","Census","California (State)"
"Census Tract","06037191720","CA","06037191720","=""06037191720""","14.57","2017-2021","2020","Census","California (State)"
"Census Tract","06037191810","CA","06037191810","=""06037191810""","11.01","2017-2021","2020","Census","California (State)"
"Census Tract","06037191820","CA","06037191820","=""06037191820""","7.10","2017-2021","2020","Census","California (State)"
"Census Tract","06037191901","CA","06037191901","=""06037191901""","27.91","2017-2021","2020","Census","California (State)"
"Census Tract","06037191902","CA","06037191902","=""06037191902""","1.02","2017-2021","2020","Census","California (State)"
"Census Tract","06037192001","CA","06037192001","=""06037192001""","2.50","2017-2021","2020","Census","California (State)"
"Census Tract","06037192002","CA","06037192002","=""06037192002""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037192300","CA","06037192300","=""06037192300""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037192410","CA","06037192410","=""06037192410""","2.58","2017-2021","2020","Census","California (State)"
"Census Tract","06037192420","CA","06037192420","=""06037192420""","2.89","2017-2021","2020","Census","California (State)"
"Census Tract","06037192510","CA","06037192510","=""06037192510""","7.48","2017-2021","2020","Census","California (State)"
"Census Tract","06037192520","CA","06037192520","=""06037192520""","20.52","2017-2021","2020","Census","California (State)"
"Census Tract","06037192610","CA","06037192610","=""06037192610""","24.88","2017-2021","2020","Census","California (State)"
"Census Tract","06037192620","CA","06037192620","=""06037192620""","28.81","2017-2021","2020","Census","California (State)"
"Census Tract","06037192700","CA","06037192700","=""06037192700""","1.27","2017-2021","2020","Census","California (State)"
"Census Tract","06037194101","CA","06037194101","=""06037194101""","3.89","2017-2021","2020","Census","California (State)"
"Census Tract","06037194102","CA","06037194102","=""06037194102""","1.59","2017-2021","2020","Census","California (State)"
"Census Tract","06037194200","CA","06037194200","=""06037194200""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037194300","CA","06037194300","=""06037194300""","1.57","2017-2021","2020","Census","California (State)"
"Census Tract","06037194401","CA","06037194401","=""06037194401""","8.96","2017-2021","2020","Census","California (State)"
"Census Tract","06037194402","CA","06037194402","=""06037194402""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037194500","CA","06037194500","=""06037194500""","3.89","2017-2021","2020","Census","California (State)"
"Census Tract","06037195100","CA","06037195100","=""06037195100""","3.84","2017-2021","2020","Census","California (State)"
